filename,type_a,type_b,type_c,type_d,echo,top_folder,subfolder,subtype,species_common,species_latin,relative_path
XC933067 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part E Nathusius,D.part_e_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part E Nathusius\XC933067 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC933068 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part E Nathusius,D.part_e_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part E Nathusius\XC933068 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC933069 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,1,1,1,echolocation+type C+type D,General,C.general+D.part_e_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type C\General\XC933069 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC933070 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+D.thrills_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC933070 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC933410 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,0,type C,C.d stationnary,C.d_stationary,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.d stationnary\XC933410 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC933418 - Daubenton's Myotis - Myotis daubentonii.wav,0,0,1,0,1,echolocation+type C,General,C.general+echolocation,Daubenton's Myotis,Myotis daubentonii,type C\General\XC933418 - Daubenton's Myotis - Myotis daubentonii.wav
XC933476 - Daubenton's Myotis - Myotis daubentonii.wav,0,0,1,0,1,echolocation+type C,General,C.general+echolocation,Daubenton's Myotis,Myotis daubentonii,type C\General\XC933476 - Daubenton's Myotis - Myotis daubentonii.wav
XC933477 - Daubenton's Myotis - Myotis daubentonii.wav,0,0,1,0,1,echolocation+type C,General,C.general+echolocation,Daubenton's Myotis,Myotis daubentonii,type C\General\XC933477 - Daubenton's Myotis - Myotis daubentonii.wav
XC933783 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC933783 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC933818 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC933818 - Brown Long-eared Bat - Plecotus auritus.wav
XC934061 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC934061 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC934063 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,echolocation+type C,General,C.general+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type C\General\XC934063 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC934221 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+D.thrills_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC934221 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC934225 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC934225 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC934226 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC934226 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC934230 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Thrills Nathusius,D.thrills_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Thrills Nathusius\XC934230 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC934232 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Thrills Nathusius,D.thrills_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Thrills Nathusius\XC934232 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC934340 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,1,1,0,1,0,type A+type B+type D,roosting,B.roosting+D.thrills_nathusius+type_a,Nathusius's Pipistrelle,Pipistrellus nathusii,type A\XC934340 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC934342 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,1,1,0,1,0,type A+type B+type D,roosting,B.roosting+D.thrills_nathusius+type_a,Nathusius's Pipistrelle,Pipistrellus nathusii,type A\XC934342 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC934345 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part E Nathusius,D.part_e_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part E Nathusius\XC934345 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC934501 - Common Noctule - Nyctalus noctula.wav,0,1,1,1,0,type B+type C+type D,roosting,B.roosting+C.noctule+D.noctule,Common Noctule,Nyctalus noctula,type B\roosting\XC934501 - Common Noctule - Nyctalus noctula.wav
XC935107 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC935107 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC935110 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,1,1,echolocation+type C+type D,General,C.general+D.thrills_nathusius+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type C\General\XC935110 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC935111 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,1,0,1,1,echolocation+type B+type D,roosting,B.roosting+D.part_d_nathusius+D.part_e_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type B\roosting\XC935111 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC935301 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part E Nathusius,D.part_e_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part E Nathusius\XC935301 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC935408 - Leisler's Noctule - Nyctalus leisleri.wav,0,0,1,0,0,type C,C.d advertisement,C.d_advertisement,Leisler's Noctule,Nyctalus leisleri,type C\C.d advertisement\XC935408 - Leisler's Noctule - Nyctalus leisleri.wav
XC935427 - Leisler's Noctule - Nyctalus leisleri.wav,0,0,1,0,0,type C,C.d advertisement,C.d_advertisement,Leisler's Noctule,Nyctalus leisleri,type C\C.d advertisement\XC935427 - Leisler's Noctule - Nyctalus leisleri.wav
XC935730 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC935730 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC935731 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,1,0,1,1,echolocation+type B+type D,roosting,B.roosting+D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type B\roosting\XC935731 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC935733 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC935733 - Brown Long-eared Bat - Plecotus auritus.wav
XC935734 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC935734 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC935735 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC935735 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936228 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius+D.part_e_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936228 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936235 - Daubenton's Myotis - Myotis daubentonii.wav,0,1,1,0,1,echolocation+type B+type C,in flight,B.in_flight+C.d_stationary+echolocation,Daubenton's Myotis,Myotis daubentonii,type B\in flight\XC936235 - Daubenton's Myotis - Myotis daubentonii.wav
XC936236 - Daubenton's Myotis - Myotis daubentonii.wav,0,0,1,0,0,type C,C.d stationnary,C.d_stationary,Daubenton's Myotis,Myotis daubentonii,type C\C.d stationnary\XC936236 - Daubenton's Myotis - Myotis daubentonii.wav
XC936237 - Daubenton's Myotis - Myotis daubentonii.wav,0,0,1,0,1,echolocation+type C,C.d stationnary,C.d_stationary+echolocation,Daubenton's Myotis,Myotis daubentonii,type C\C.d stationnary\XC936237 - Daubenton's Myotis - Myotis daubentonii.wav
XC936238 - Daubenton's Myotis - Myotis daubentonii.wav,0,0,1,0,1,echolocation+type C,C.d stationnary,C.d_stationary+echolocation,Daubenton's Myotis,Myotis daubentonii,type C\C.d stationnary\XC936238 - Daubenton's Myotis - Myotis daubentonii.wav
XC936240 - Daubenton's Myotis - Myotis daubentonii.wav,0,0,1,0,0,type C,C.d stationnary,C.d_stationary,Daubenton's Myotis,Myotis daubentonii,type C\C.d stationnary\XC936240 - Daubenton's Myotis - Myotis daubentonii.wav
XC936241 - Daubenton's Myotis - Myotis daubentonii.wav,0,0,1,0,0,type C,C.d stationnary,C.d_stationary,Daubenton's Myotis,Myotis daubentonii,type C\C.d stationnary\XC936241 - Daubenton's Myotis - Myotis daubentonii.wav
XC936297 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936297 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936301 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936301 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936302 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936302 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936303 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+D.part_e_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936303 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936304 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936304 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936305 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936305 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936307 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936307 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936308 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936308 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936309 - Eurasian Serotine - Eptesicus serotinus.wav,0,0,1,0,1,echolocation+type C,General,C.general+echolocation,Eurasian Serotine,Eptesicus serotinus,type C\General\XC936309 - Eurasian Serotine - Eptesicus serotinus.wav
XC936310 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936310 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936311 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936311 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936312 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936312 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936313 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936313 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936315 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936315 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936316 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936316 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936319 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936319 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936321 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936321 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936323 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936323 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936324 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936324 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936325 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936325 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936326 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936326 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936327 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936327 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936328 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936328 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936329 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936329 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936330 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936330 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936331 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936331 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936333 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,1,0,1,1,echolocation+type B+type D,roosting,B.roosting+D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type B\roosting\XC936333 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936334 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936334 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936335 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936335 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936336 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936336 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936337 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,1,0,1,0,type B+type D,roosting,B.roosting+D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type B\roosting\XC936337 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936338 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936338 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936341 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936341 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC936344 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC936344 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC937616 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC937616 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC947646 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC947646 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC947652 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,1,0,1,echolocation+type C,C.d flying,C.d_flying+C.general+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type C\C.d flying\XC947652 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC947653 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC947653 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC947655 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC947655 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC947656 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC947656 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC947658 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC947658 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC947659 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC947659 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC947660 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC947660 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC947661 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,1,1,1,echolocation+type C+type D,General,C.general+D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type C\General\XC947661 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC947662 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC947662 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC955830 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,1,0,1,1,echolocation+type B+type D,roosting,B.roosting+D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type B\roosting\XC955830 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC955831 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC955831 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC955832 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC955832 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC955833 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,1,1,0,type C+type D,General,C.general+D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type C\General\XC955833 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC955834 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC955834 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC955917 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC955917 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC955918 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC955918 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC955919 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC955919 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC955920 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC955920 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC955922 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,1,1,1,echolocation+type C+type D,General,C.general+D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type C\General\XC955922 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC955926 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC955926 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC955937 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC955937 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC955940 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,1,1,1,echolocation+type C+type D,General,C.general+D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type C\General\XC955940 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC955941 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC955941 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
